(-0.00942972672345+0j) (-0.00226694814658+0j) (0.0111656135027+0j) (0.00700302145378+0j) (0.00683787228182+0j) (0.00289786324252+0j) (0.0137434067997+0j) (-0.00588504800074+0j) (-0.00428870937554+0j) (0.00070005146234+0j) (0.00966576526442+0j) (-0.00520183597791+0j) (-0.00455974971787+0j) (-0.00194563541189+0j) (-0.00589329782216+0j) (-0.000791292071161+0j) (0.00498613851165+0j) (0.00809063827316+0j) (0.0048297620915+0j) (-0.00236929500148+0j)
(0.0202592751636-0.00930950974497j) (0.0335586756585-0.0129167778113j) (0.0270896285273-0.0160952079552j) (0.0165895399367+0.003873620884j) (-0.000130620333848+0.0203742903846j) (-0.0133719031592+0.0209467454275j) (-0.0131839791834+0.0125419913554j) (0.0029223754885-0.00147940929031j) (0.00883381778217-0.00750465904542j) (0.0302085446636-0.0125660056546j) (0.0287209671887-0.0091854614904j) (0.0127428108849+0.00144906049917j) (-0.00150689187306+0.00493617774129j) (-0.00320735860457+0.00953630225989j) (-0.0012053097866+0.0167639197838j) (0.00149935264207+0.00110198712719j) (0.00903805478146-0.004028174807j) (0.017173213053-0.0137514753292j) (0.0253891804577-0.0152795072772j) (0.0119423451019-0.0178962170075j)
(-0.0109935216635-0.0382545176519j) (-0.0178288884441-0.0614161858555j) (-0.00805361685242-0.0495562494083j) (0.00477928948031+0.000596257100638j) (0.0253239233149+0.0461293784766j) (0.0396299923723+0.0644429491034j) (0.0320847313527+0.0474631314269j) (0.0190222604405+0.0100149346462j) (-0.0135094552058-0.0330314802985j) (-0.0126300808378-0.0720003708702j) (-0.0112311647563-0.066587069126j) (-0.0011309272787-0.020546414209j) (0.0201639052111+0.0160673366897j) (0.0352145003128+0.0520987303674j) (0.0405696884727+0.0689041840089j) (0.0235442227356+0.0427468762701j) (0.00675604231931-0.0078743792535j) (-0.0191096053651-0.0524037660262j) (-0.0154115053291-0.0673390846271j) (-0.0145049460846-0.0545744221996j)
(-0.0261023915984-0.0716008841348j) (-0.0345611188149-0.114720114976j) (-0.0152608486216-0.0845287392055j) (0.013012498655-0.0105446094363j) (0.0511009524348+0.0603754261736j) (0.0718067566593+0.105325903864j) (0.0614774713884+0.0926739540203j) (0.0333736687819+0.0372234933162j) (-0.0120042615707-0.0346974026755j) (-0.0414161879744-0.0932246085734j) (-0.0383783316594-0.0990072828079j) (-0.0257655841812-0.0531204891933j) (0.0266386883869+0.00921654302688j) (0.0591889042228+0.073656138247j) (0.0687640948766+0.0954982585454j) (0.0434515736731+0.0672026316444j) (0.0132321070832-0.00268918448125j) (-0.027874880665-0.0680738043846j) (-0.0359742013081-0.102868524445j) (-0.0273931990651-0.0720914728801j)
(-0.0424583307774-0.109075114447j) (-0.0586367092798-0.174169336748j) (-0.0298931594828-0.132535853013j) (0.0102547522726-0.0301969172708j) (0.0569550626084+0.0867821078072j) (0.100240639736+0.15492595879j) (0.0809211932993+0.144899787647j) (0.0357144930801+0.0539069447141j) (-0.0217371474526-0.0539643572567j) (-0.0643723055846-0.148967817065j) (-0.0680053487486-0.15039705432j) (-0.0454103983231-0.0734159940361j) (0.0297056769117+0.0461767600945j) (0.0845651432952+0.147156231492j) (0.107151641682+0.159842566821j) (0.0658294646948+0.101094299874j) (0.00490748068682-0.0111952150447j) (-0.0488757956328-0.132252675544j) (-0.0701108064293-0.180369422866j) (-0.0494873660666-0.126870988719j)
(-0.231486469875-0.213586538203j) (-0.352757760245-0.31874103158j) (-0.259420700059-0.251817899432j) (-0.0417176636136-0.0534398328968j) (0.208826015364+0.185328021519j) (0.360565557923+0.307835460491j) (0.324805199873+0.271348065644j) (0.116837701848+0.0925206007303j) (-0.143802252128-0.136107420985j) (-0.32854175093-0.298210703653j) (-0.341149481399-0.307747359228j) (-0.163334053594-0.138240086724j) (0.112885261506+0.103598854534j) (0.337600234984+0.280993150534j) (0.385503751513+0.317058996486j) (0.235978987074+0.185371232711j) (-0.0261303856401-0.0386648436896j) (-0.279187650624-0.253718667476j) (-0.364117119997-0.31954554938j) (-0.250037850291-0.223111486768j)
(-0.116683567187-0.403278532534j) (-0.183184740917-0.585637514463j) (-0.131401809847-0.463022842032j) (-0.00399312284313-0.0953589316708j) (0.107166186804+0.329654654801j) (0.184829696789+0.576218693146j) (0.172210351481+0.527863879585j) (0.0805190411321+0.195917970942j) (-0.0514690360497-0.249103061954j) (-0.156924901433-0.545538742411j) (-0.173369689534-0.57024204206j) (-0.0804737890111-0.282582126894j) (0.0610041490098+0.1698926655j) (0.191877904297+0.515428726099j) (0.216761255011+0.59369015129j) (0.142369212835+0.340961597612j) (0.0126327398916-0.0796157612668j) (-0.132301453637-0.467949395875j) (-0.19009985817-0.604003303534j) (-0.134054129407-0.418906049737j)
(0.157033908255-0.142200228592j) (0.211392412845-0.188317269182j) (0.170195599762-0.144969542693j) (0.0403602470435-0.0190767374988j) (-0.117970104462+0.108480679964j) (-0.196548338974+0.173049810815j) (-0.175021683801+0.157305701255j) (-0.0415254437199+0.0557724682648j) (0.104171498168-0.0883243843003j) (0.208576627367-0.174121016811j) (0.209778719423-0.182635571896j) (0.109944528913-0.0866771151823j) (-0.0600821082599+0.0621525066203j) (-0.178070245162+0.177745571693j) (-0.200881291764+0.204554483298j) (-0.103242138642+0.120629920348j) (0.0632480109847-0.0204750001051j) (0.191275785812-0.16568596467j) (0.223199300132-0.221558547124j) (0.146757533988-0.155093247452j)
(0.141280072886-0.112858487177j) (0.182809015374-0.160312079267j) (0.147914429228-0.127088674536j) (0.0389600106923-0.0214437750231j) (-0.0884089414031+0.090436682578j) (-0.1555785248+0.157409615982j) (-0.125357172773+0.132619820523j) (-0.0297584557966+0.0370865502244j) (0.0900814810111-0.0795812233044j) (0.170498580914-0.145366666301j) (0.164734088554-0.141039866103j) (0.0779666717003-0.0571699512565j) (-0.0551754420603+0.0534130365048j) (-0.15191164222+0.140798516865j) (-0.159379374716+0.15030723779j) (-0.0776973260772+0.0864968176858j) (0.0526869832548-0.0173619405487j) (0.154149738532-0.118055846767j) (0.180348288197-0.150943054548j) (0.123380387529-0.107843452196j)
(0.0494998324354+0.00549744522617j) (0.0636804359936+0.0195896159647j) (0.0640112880558+0.0144280720969j) (0.0255009756936+0.00608106034137j) (-0.0197451758171-0.0080087783177j) (-0.053182193272-0.0145452040262j) (-0.0357941473631-0.0224856523236j) (-0.00965748001251-0.0143294505748j) (0.0259597654594+0.006322386583j) (0.0621608260751+0.0212524865653j) (0.0604288914626+0.0218170036086j) (0.0372432576085+0.0188552903667j) (-0.00835949293414-0.00535649052585j) (-0.0564236685032-0.0107650042157j) (-0.0544341479547-0.0308865056208j) (-0.0180840300092-0.0265627996198j) (0.0278449943606-0.00145996262141j) (0.0558847088036+0.0211679045752j) (0.0619037120897+0.0289416286831j) (0.0457886822492+0.0169993833007j)
(0.0173395944524-0.0366480549252j) (0.0435596540577-0.0432103815738j) (0.0536546703359-0.0308414110375j) (0.0452906563329+0.00453685233343j) (0.0273030464076+0.035437258439j) (0.00517503668335+0.0415134245902j) (-0.000836363490732+0.032045565975j) (0.00370431217633+0.0113429812659j) (0.00624260504001-0.00265435604501j) (0.0132258243186-0.0216209635634j) (0.0198830743268-0.0270216780446j) (0.0327565269122-0.0165024892031j) (0.0237454426927+0.00463392071216j) (0.00904391948708+0.0372375186578j) (0.0059950294857+0.0359718198826j) (0.00819796912153+0.0138466405737j) (0.00852266813617-0.0172161663678j) (0.00417877255196-0.0333283871111j) (0.00334373726191-0.0516435318728j) (0.00434459892673-0.0357258385068j)
(0.0241274089674-0.0209924544821j) (0.0435409599194-0.0281849112104j) (0.0473257923865-0.0197460132223j) (0.0369304536057+0.00160131374302j) (0.017532781649+0.0218726336042j) (-0.00712144784048+0.0366384506233j) (-0.00971260867275+0.0271414427842j) (-0.00235212893952+0.00250735340187j) (0.0147008307072-0.00386729573348j) (0.0233367292851-0.0250604641371j) (0.032979010473-0.0252873665769j) (0.0340299990083-0.0206615293075j) (0.0200093993967+0.00049890241317j) (-0.00269766991178+0.0243519179551j) (-0.0151195263633+0.0371640065143j) (-0.00172438667484+0.0325203774785j) (0.00926030318655-0.00034431213549j) (0.0258120168303-0.0353510519709j) (0.0304616488191-0.0561524469886j) (0.0173374418982-0.0445349496659j)
(0.0289803020991+0.0265045589615j) (0.037605006764+0.0316446708914j) (0.0207251059794+0.0172046118549j) (0.00574507827062+0.0011496805722j) (0.00188799911823-0.0169695925546j) (-0.00813114861292-0.0114301386717j) (0.0025837645907-0.0197416684915j) (0.0169375621074+2.04544593368e-05j) (0.0230165522083+0.0265724452967j) (0.0179942602812+0.0227524951935j) (0.0116788276487+0.0086317560989j) (0.0131200466222-0.00688843617055j) (0.00673474264261-0.0265200658184j) (-0.0020754808281-0.0303995431945j) (-0.00125805746079-0.0138554382919j) (0.00886135035314+0.00653411322055j) (0.01206449469+0.0192417989351j) (0.0167324717253+0.0109591553805j) (0.0200113590228+0.00577005430668j) (0.00843821124621-0.013206696149j)
(-0.00740624823387+0.00991342026102j) (-0.00932609020596+0.0151413151014j) (-0.0122685234088+0.0114758366337j) (0.020199805865+0.0165180550147j) (0.0211734208965+0.00540074566741j) (0.0196350458821-0.00670943192184j) (0.0145235502876-0.0137438553374j) (0.00491080545931-0.00698913674999j) (0.00123402458157+0.00701977330261j) (-0.00178949585771+0.00493284887j) (0.00151041036773+0.00604757857396j) (0.0170143700979+0.00377865109548j) (0.0210381117977-0.000648414297758j) (0.0148497718302-0.000821896531334j) (0.00804195576181-0.00254187364142j) (0.000621916200928-0.00287809321107j) (0.00402080986694-0.00971541443602j) (0.0058758941257-0.00436282247189j) (0.011469963719-0.0066877923002j) (0.0138727527045-0.00231089589176j)
(-0.0121994312369+0.032303186419j) (-0.0253429514502+0.0460098807921j) (-0.0148224325768+0.0358253403959j) (0.0222659767358+0.0246840162181j) (0.0336671006468-0.0220173217591j) (0.0447796381659-0.0502211761904j) (0.0353242918111-0.0424563136092j) (0.00987420688736-0.0269670749685j) (-0.0205580466919+0.0262542850727j) (-0.0227213087492+0.05127798811j) (-0.00720150191047+0.0611387647336j) (0.00609639438699+0.0291699067152j) (0.0292197723075-0.00718845874971j) (0.0388600279167-0.0418164782728j) (0.0401595379113-0.0509337921357j) (0.0235126432855-0.0439839839334j) (0.000553001484598-0.01593757037j) (-0.00547064928675+0.0293704699006j) (-0.0260135222545+0.0449313787433j) (-0.0110049495655+0.0287308578869j)
(-0.00258967339594+0.0215715546996j) (-0.00527564531537+0.0225879506158j) (-0.00439363822508+0.0126573211721j) (0.0150224634998-0.00223712859382j) (0.0170145361006-0.0126224107505j) (0.0282916844064-0.0236903310555j) (0.0194441697913-0.0252496265597j) (0.00588108223699-0.0246202171187j) (-0.00390276478597+0.0119812291954j) (-0.00941653700078+0.0377127510921j) (-0.00342720787013+0.0461949187217j) (0.00749338308553+0.0268854582417j) (0.0229328067106-0.0127766610024j) (0.0315290936561-0.0448667484802j) (0.0388885206033-0.0389651591921j) (0.0243775203797-0.0301632844696j) (0.0136942723557+0.00718616275511j) (-0.00215140706727+0.0348474152247j) (-0.00992242234124+0.0398489269851j) (6.05688237976e-06+0.0168059239208j)
(0.00770755455161+0.0112052489174j) (0.00282726460926+0.0110741541689j) (0.0012114014674+0.00956051374591j) (0.00827247942997-0.00696633164809j) (0.016682272607-0.0147867155624j) (0.0146969525798-0.00942958929039j) (0.00303920462367-0.0149185966291j) (-0.000234086235436-0.0105375901238j) (-0.00569519318902+0.00155905292703j) (0.000748639649944+0.016676309092j) (0.00475337738244+0.0281741779064j) (0.0222885888044+0.0267561577223j) (0.01806031133-0.00513890819682j) (0.00836529696253-0.0270051060531j) (-0.000977853790115-0.0251060841419j) (-0.00454192758169-0.0150068584876j) (0.0137142437807+0.00947927574593j) (0.0234105607505+0.0156950938808j) (0.0282161203149+0.00941270499194j) (0.0332744077631+0.00480524055342j)
(0.0118813135709+0.0057836190534j) (-0.000523470430456+0.00832660270164j) (0.00166372545212+0.0155012303935j) (0.000854062573114-0.0028715027873j) (0.0122516250134-0.0138984625516j) (0.0111508261456-0.00450733729518j) (0.014833071247+0.00251849847046j) (0.00763865733548+0.00652992774784j) (0.00289196808322-0.00466527149742j) (0.00832999195189-0.000991068958311j) (0.00529297699907-0.00356784877851j) (0.0153302880258+0.00732988000815j) (0.0147241980561+0.00551806120476j) (0.00823357391759-0.00158187463949j) (0.00291521689999-0.00633708374868j) (0.0121646525532-0.00163641421693j) (0.024663434769+0.00719873819302j) (0.0125277924126+0.000989901605819j) (0.013604913313-0.0119241339977j) (0.0137987277571-0.0149732906637j)
(0.00144052922273+0.00719232096786j) (-0.00271003082323+0.00176533071865j) (0.00705473872572+0.0081042650527j) (0.0123325430968+0.00513671058772j) (0.0178089023346-0.00558633237813j) (0.0103722677211-0.00995651031182j) (0.00458368803652-0.0116474332727j) (0.00173290010254-0.00450088487504j) (0.00351253359111+0.00108454094926j) (0.00915373352156+0.00371320563883j) (0.00928359932691+2.16796197504e-05j) (0.0137238467228+0.00330213710018j) (0.00593889831612+0.0107416494995j) (0.000650327196233-0.00243116606149j) (0.00630750920844-0.0130498237623j) (0.0152488618306-0.00444347048991j) (0.0202740955883+0.0047817101425j) (0.023284581108+0.0115570544908j) (0.015849648068+0.0154358378221j) (0.00476704467635+0.00727380295275j)
(-0.00261400757899+0.00905622593593j) (-0.00365931199491+0.00343287183023j) (0.00413116488699+0.00720900393286j) (0.0112055119566+0.013253760264j) (0.00979878666625+0.0106013140122j) (0.0135919299944-0.00197575270859j) (0.00942927446011-0.0190916782536j) (0.00253091431843-0.0189079862847j) (0.00328144402168-0.004936136165j) (0.00956624516116+0.0149056094226j) (0.0099595103787+0.0145823556916j) (0.00840549474065+0.0185813941208j) (-0.00532666995418+0.0112296712735j) (0.00639129159095-0.0181548713195j) (0.0139710454865-0.0250691267848j) (0.0178506707051-0.0215815975883j) (0.0162204386339-0.0112281701346j) (0.0184498343692+0.0221150221685j) (-0.00683035164516+0.0282584961493j) (-0.00639926839824+0.0202729993325j)
(0.0073897133472+0.0137188621395j) (0.0119627919982+0.00415773096098j) (0.013194806376+0.00968897018727j) (0.00680007710178+0.0194231040748j) (-0.00170602535705+0.00908377907207j) (0.00573663979629-0.0141962200884j) (0.0078310242362-0.0276766050274j) (0.00962654520945-0.0229235490339j) (0.0243347405404-0.00518954390008j) (0.0195441190587+0.0227725852783j) (0.0103693050287+0.0289916066309j) (-0.00537450535011+0.018041196417j) (-0.00671722447822+0.0107838260555j) (0.00174221587484-0.0136881843876j) (0.00991296716451-0.0234094009802j) (0.021817112689-0.0209727827055j) (0.0187234206873-0.00860346120999j) (0.0171850906399+0.025152188441j) (-0.00831778599184+0.0235138685648j) (-0.0101584822908+0.0174341927811j)
(-0.013322802369+0.0116588417986j) (-0.0079876847866+0.0129003019927j) (0.00558292627349+0.0127831178545j) (0.0203014098357+0.0162366176377j) (0.0118026778285-0.00210782828916j) (0.00722417346502-0.0233697857908j) (-0.00453244462663-0.0291723131847j) (-0.00764489848029-0.0133795161663j) (0.00923012046816-0.000901427012462j) (0.0161120699304+0.0136667726517j) (0.0267345213262+0.0162887570692j) (0.0126095980649+0.01739154648j) (0.0110965292449+0.0176360601991j) (-0.0144456624318-0.00248631321553j) (-0.016341152031-0.0295119179926j) (-0.00339757308594-0.025743671019j) (0.0164103800611-0.00889668133265j) (0.036663149768+0.024906710692j) (0.0373789118533+0.0390780328566j) (0.0215154639449+0.0305336275127j)
(0.0158160872078-0.00428715042318j) (0.0217352260736-0.00570647056335j) (0.0186017136577-0.00827518652369j) (0.0164114309788+0.00926618914847j) (-0.00172495132134+0.0138348774615j) (-0.0141053521193+0.0232318702533j) (-0.0125699360531-0.000221556354692j) (0.00112858922793-0.00136498790355j) (0.0126588158942-0.0167913805602j) (0.0201329981698-0.0140262649619j) (0.0287151344137-0.00157718878094j) (0.0175509515694+0.00737128545693j) (0.00708445954202+0.0138488830128j) (-0.00927614587231-0.000538746321628j) (-0.00577421739816-0.00520472540344j) (0.00940672403372-0.00908778360543j) (0.0121816644685-0.00488331441237j) (0.0219556485835-0.000478299153781j) (0.0203840236057+0.006315312462j) (0.0165033953456+0.00745383203426j)
(0.00186220242969-0.0177982373226j) (0.000194626404484-0.0195946154042j) (0.0103009436345-0.010763213922j) (0.0183575258482+0.0124606964614j) (0.0228462990384+0.0342291218923j) (0.00759170527483+0.0448731650174j) (0.00465896943608+0.00880080608539j) (-0.00735032595866-0.0204689072391j) (-0.00577344308494-0.0344115500963j) (0.00721897570602-0.034732814596j) (0.0178976147237-0.00287427270556j) (0.0198719322805-0.00115662549383j) (0.0245140708446+0.00333808379362j) (0.0182529927371-0.0047619317669j) (0.0123389616143-0.000587201237271j) (0.0140987074148+0.00250595093637j) (0.0159266460741+0.0111380344547j) (0.017295278225+0.00661949972902j) (0.022018957653+0.00129026761893j) (0.0166247030778+0.00546815308344j)
(-0.00645181823792-0.0143149855064j) (-0.0153421808948-0.000684622883655j) (-0.0155618388018+0.00583996007722j) (0.0175272092438+0.00141331363712j) (0.0310900546993+0.00121494140944j) (0.0295336899363+0.0156184931465j) (0.018156243409+0.00790292397021j) (-0.00800243091908+0.000506530277904j) (-0.0139695855675-0.00606617355431j) (-0.000344680185906-0.00850233664729j) (0.0116991184681-0.00209289478372j) (0.0349525737661-0.0250447588207j) (0.040970666565-0.0238899027611j) (0.0276594510008-0.012010535444j) (0.00599106184216+0.00479617429349j) (0.000113739824714+0.0182932967005j) (0.0133266317682+0.0114842499382j) (0.0252635019876+0.00531055613988j) (0.0396235875986-0.00672874124004j) (0.0355143658484-0.00838506983837j)
(0.0150823060245+0.0103538329339j) (0.00701394322473+0.0187279950208j) (-0.00452753468701+0.018870670249j) (0.0172949508963-0.00167063985789j) (0.0115819418179-0.0142088218386j) (0.0127494064631-0.0150601140928j) (0.0150789780236-0.0059877440758j) (0.0119886789621+0.000684786889292j) (0.0231109825733+0.00483518978662j) (0.0284797617386+0.000506781292354j) (0.0141899960129+0.00403920058312j) (0.0223296111647-0.00684730347272j) (0.00808459480199-0.0177659740436j) (-0.00127088995869-0.0134350388425j) (-0.015764223485-0.00224711226513j) (-0.00360344743142+0.00239652960467j) (0.0250001602075+0.00264464907775j) (0.0429379846612+0.0153196067649j) (0.0538937503021+0.0134867841165j) (0.0378520567511+0.00975604818561j)
(0.0288666672163+0.0205918393836j) (0.0316058773216+0.0298466922565j) (0.0269757464961+0.0231763360333j) (0.0252630881989-0.0045508026095j) (0.00272087131588-0.00415119558675j) (-0.00699699146119-0.0220358707191j) (-0.00451956889277-0.0221819099512j) (0.00364485892777-0.00268335075464j) (0.0357264302753+0.00218157998838j) (0.0424787157082-0.000392863684909j) (0.0336695121428+0.00793444281405j) (0.017852440637+0.0111626768094j) (-0.00225889668823+0.00865300007385j) (-0.00959067431717-0.00621771710471j) (-0.0231922323346-0.0162288762433j) (-0.00416881579643-0.0145115804479j) (0.0106324179528-0.00303981650537j) (0.0387818924351+0.012123727597j) (0.0534536210274+0.0134811230962j) (0.0309167599156+0.0201251201391j)
