(-0.00233758713911+0j) (-0.00372276661379+0j) (-0.000279788345642+0j) (0.00493313191902+0j) (-0.00268041442962+0j) (-0.00266043948858+0j) (-0.00189147702748+0j) (-0.00363783161038+0j) (-0.00377731027188+0j) (0.00332512518519+0j) (0.00504445330641+0j) (0.00507914027738+0j) (-0.00350787066682+0j) (-4.26152142232e-05+0j) (0.00160511649392+0j) (-0.00679344531575+0j) (-0.00719808487728+0j) (0.0033178936095+0j) (-0.00471480397703+0j) (-0.00359567604014+0j)
(0.014191532648-0.00507064484265j) (0.0210296992674+0.00361882154056j) (0.0262692746019-0.00272460631092j) (0.0308297096601+0.000523388256246j) (0.0298199027277-0.00019083905189j) (0.0181755294235+0.00227906257774j) (0.00848273871173+0.00389128443881j) (-0.000302159572416+0.00887488576363j) (-0.011599721134+0.00881476046678j) (-0.0150793459306+0.00698072571092j) (-0.0119419158155+0.0054990883867j) (-0.00866333410914+0.00558729448423j) (-0.00253181868285+0.00180525509208j) (0.0115886804963-0.00063302040855j) (0.0208112710474-0.00378727730052j) (0.0340768396866-0.00881932717166j) (0.0388442572724-0.0170866958105j) (0.0357075130451-0.0204858855316j) (0.023889825525-0.0226045849841j) (0.0115100369254-0.010994374144j)
(0.00934372016565-0.00553186194389j) (0.0116729074407+0.00794351987203j) (0.0204324250051+0.00361600119035j) (0.029319956824+0.00961245889363j) (0.0216814326463+0.00331860020124j) (0.00803997475373-0.00222534453265j) (0.00524413164685+0.00470861887802j) (-1.67299290559e-05+0.000345167196789j) (-0.011292124745+0.00146745905123j) (-0.0127026544333-0.00227669149373j) (-0.00143187090985-0.00225920825864j) (0.0053625014536+0.00157218902369j) (0.0194526075693+0.00117257667955j) (0.0272012294783-0.000997894761413j) (0.0267547015265+0.00117888286561j) (0.0211290879481+0.00164955634957j) (0.0232684883828-0.00336289576937j) (0.0158632858833-0.000358204740014j) (0.00664360404058-0.00498260857765j) (0.0030542280858-0.00130257625766j)
(0.00337981820407-0.00593684522835j) (0.000418813809704-0.00019266552506j) (0.0135647957554-0.00633231319126j) (0.0172618325523+0.00417415514675j) (0.0181614302885-0.003776017263j) (0.0187656429012-0.00460306346175j) (0.0200841673979-0.00224450568734j) (0.0111238934021-0.00457977594583j) (-0.000778137233183+0.0017182108j) (-0.00810144685965-0.0013515917393j) (-0.0105166453166+0.0071882357396j) (-0.0112387282039+0.0114642093789j) (0.000817737035561+0.0124961659018j) (0.0174009524287+0.00522313271946j) (0.0256692351309-0.00098652385363j) (0.0236008138856-0.00788554639696j) (0.0269483786086-0.0106800932808j) (0.0237529392969-0.0150457751672j) (0.01223767866-0.0140884909329j) (0.0136712190689-0.00928948444089j)
(0.0027978028275+0.00391484866696j) (0.00775139457768+0.0102510822961j) (0.010509572521+0.0136994124925j) (0.00561289409885+0.0167827245813j) (0.00673543932174+0.016350773375j) (0.0152636447828+0.00829343526095j) (0.0150756581753-0.00420342961731j) (0.012201402684-0.0135267574717j) (0.00377346441401-0.0185988428201j) (0.00642839426321-0.0278565570892j) (0.0027825814835-0.0181713287663j) (0.00282264210526-0.0122337190308j) (0.0100857034016-0.0048412472697j) (0.0163162381976+0.00596721745844j) (0.0280870758247+0.0143216200824j) (0.0209917170979+0.0115814011437j) (0.0205148770717+0.0182463207123j) (0.0136892543905+0.00630523604621j) (0.0172029589957+0.0027231180285j) (0.0110826732536-0.00149427507323j)
(0.0014849422852+0.00325117047461j) (0.00896627243333+0.0148336753753j) (0.00783149597259+0.00716419490146j) (0.00429938702088+0.0108151331706j) (0.00501206713298+0.00479634243225j) (0.0089902525164+0.00567463542093j) (0.00929369913732+0.000578414217708j) (0.0111656429675-0.000747826598222j) (0.0112877954021+0.000202072060544j) (0.0161378602922-0.0041742443279j) (0.0139431613492-0.00832004175949j) (0.0141207396876-0.00760463332724j) (0.015952824536-0.00835041009083j) (0.0203255261068-0.00433615307511j) (0.0235288400511-0.00116611750076j) (0.0202248898453+0.00552101824417j) (0.0149885437682+0.0100145433267j) (0.00730990493277+0.0056990598866j) (0.00730509183066+0.00773989162235j) (0.00616870992196+0.00291978688221j)
(0.0121595299613-0.0088813058842j) (0.0160901413459-0.00631794186039j) (0.0251862709966-0.0103601746077j) (0.0270270315821-0.00436199028476j) (0.0261674910533-0.00846773156865j) (0.0251141324533-0.00571332937971j) (0.0223768316966-0.00268100372065j) (0.014219867898+0.00361686539978j) (0.00561273782409-0.000350218296061j) (-0.00689119632897+0.00258702638623j) (-0.00513243324651+0.00923230521121j) (-0.00852054042288+0.00933722557247j) (-0.00580428059565+0.00850545961118j) (0.0120672064837-0.00270850283191j) (0.0260266342279-0.00694303154518j) (0.0331045381978-0.00849088482848j) (0.0216971765772-0.0011108474496j) (0.0200296843609-0.000676948155408j) (0.0128861273138-0.00171650801636j) (0.0133651948365-0.000974660942655j)
(0.00152706969648-0.00624777963943j) (0.00865603835648-0.00258009034908j) (0.0186966882585+0.000833596459576j) (0.0269028269046+0.00140441240243j) (0.0257928494518-0.00296727639236j) (0.0282658849415-0.00722666641787j) (0.0289361360431-0.00074885011419j) (0.0137493354215+0.00114723725405j) (0.00459656539631-0.00774216958396j) (-0.0091344481668-0.00384432752736j) (-0.011871110326+0.000571385650051j) (-0.0153942070041+0.00190177737774j) (-0.0109653409224+0.00599077816151j) (0.00204826814122+0.00811005485489j) (0.0128721741557+0.00496613105147j) (0.0276262924374+0.000540119181j) (0.023789867869+0.000415083297279j) (0.0224710761764-0.000898530551156j) (0.0183277384933-0.00135258170524j) (0.0147092902257-0.00236392627198j)
(-0.00862014034557+0.00576152559582j) (-0.00360150678112+0.0104357369802j) (0.00228025885319+0.0197646293917j) (0.0171134867037+0.0142638914229j) (0.0212273512716+0.00525820877588j) (0.0287619216147-0.00256434269543j) (0.0264556134336-0.00584454841343j) (0.017912579379-0.0128779442143j) (0.0117967594703-0.0235624161274j) (-0.00648465443022-0.0177139291376j) (-0.0104471470306-0.0116712462409j) (-0.00843148085144-0.00111081024537j) (-0.00608161334634+0.00545179304526j) (0.00128044572907+0.021432137937j) (0.0113065448421+0.0175730245106j) (0.0253765303864+0.0141339926286j) (0.029829264988+0.00614092938704j) (0.0279071057124+0.00216903282053j) (0.0174547276136-0.00158608928877j) (0.0141070161071-0.000571381195908j)
(-0.00297966531015+0.00168358477244j) (0.00266813758579+0.00735927691306j) (0.00666303732555+0.0116431776935j) (0.0121124558076+0.00559116957175j) (0.013763843989+0.00738315667754j) (0.0209458297669+0.00249295755828j) (0.0185047141353-0.00277634830342j) (0.0116880334119-0.0062504018309j) (0.00824489421627-0.0116490699941j) (-0.0013727948594-0.0105397287511j) (-0.00906078832108-0.00576885298167j) (-0.011021141263-0.00207984736099j) (-0.0102602793052+0.00129242304195j) (0.00484070738764+0.00895064606875j) (0.0174501623302+0.00826285714677j) (0.0265524844678+0.00763788772665j) (0.0313762371111+0.00271572126799j) (0.030398854784-0.00167690217688j) (0.01893611108+0.00206807776862j) (0.0140380117738+0.00104282526813j)
(0.00499076356149-0.00621540152703j) (0.00569119492147-0.0112231676469j) (0.00874185242073-0.00550516236949j) (0.0134016729473+0.00109416841636j) (0.0170142280405+0.00859094224524j) (0.0219740229917+0.0166654563464j) (0.0198092730795+0.0208824439979j) (0.0173913232452+0.0194251024354j) (0.00915770720103+0.000944258737628j) (0.000510547488848-0.00743136550359j) (-0.00640626392662-0.0137018848548j) (-0.011583942957-0.0130991693029j) (-0.0126909277353-0.00842930865589j) (0.0132611770185-0.0069279907061j) (0.0229572882032-0.00644532315816j) (0.0242927080085+0.00170607499919j) (0.0232782889922+0.0023523026215j) (0.0227077355739+0.00113600399407j) (0.0102141476374+0.002278987226j) (0.00909329074925-0.000449600092891j)
(0.0161983765621-0.0152736647371j) (0.0213169640377-0.0254040619051j) (0.0279942775151-0.0259963168314j) (0.0277856431358-0.0171193913994j) (0.0255990811527-0.00585741231855j) (0.0159918024989+0.017123699318j) (0.01170002451+0.0339707222335j) (0.00478459868583+0.0359733996126j) (-0.00978602380102+0.0169832085133j) (-0.0120220125224+0.00303526221535j) (-0.0128629378783-0.0118517083272j) (0.00322438382823-0.0233847243115j) (0.0114171669267-0.0289974148823j) (0.0353223237965-0.0241207344869j) (0.0389577567449-0.0104543226795j) (0.0231453815806+0.00903955072897j) (0.0155527013825+0.0214684071611j) (0.00112535439408+0.0314924523633j) (-0.0116473685986+0.0266087360123j) (-0.00816390908426+0.00856309655668j)
(0.00183283317847+0.00187957603511j) (-0.00359040995217+0.00615070132096j) (-7.23668346664e-05+0.00642297946735j) (0.00868658331598+0.00885105605563j) (0.014789488765+0.00503422518051j) (0.0153178957622+0.00350483813518j) (0.0200354729784-0.00167240389995j) (0.0191000250982-0.0086217025673j) (0.0132984511002-0.0133013893196j) (0.00233754965595-0.00836151043382j) (-0.00647039846335-0.00520136867253j) (-0.00710356500657-0.00214049235297j) (-0.00229694715326+0.00334607999555j) (0.00383234574228+0.0114982169051j) (0.0106256641188+0.0084326990658j) (0.0143230973904+0.000344002719494j) (0.0206802912672-0.00342513029651j) (0.0192406320361-0.00240744082876j) (0.0142161464667-0.0105888726436j) (0.00746860365366-0.00918237845115j)
(0.00194099641802-0.000986498127709j) (-0.00412314243084-0.00483782777033j) (-0.00369858484625+3.37033309652e-05j) (0.00129282213967+0.00384251949248j) (0.0118795069988+0.0111115575332j) (0.0151334570376+0.0116253809087j) (0.018672130794+0.0123132857299j) (0.0186808877842+0.00434659040539j) (0.0106447791673-0.00444244767215j) (0.0030499726995-0.00889666632149j) (-0.000226549941961-0.0132428954598j) (-0.00984501876053-0.0200885652368j) (-0.00741669467379-0.0157559069095j) (0.00413912730986-0.00996182111808j) (0.00725382871896-0.00151837276607j) (0.0176886512682+0.0104864757993j) (0.0179782830647+0.0120609509053j) (0.0117736207508+0.0177272757479j) (0.00563855372009+0.0118155110649j) (0.000905243387884+0.00819086433218j)
(-0.00367269625171+0.000637132293068j) (-0.00139421966053+0.00443266261673j) (-0.00647641759716+0.00992428987268j) (0.00702124835555+0.0160628327437j) (0.00566478684772+0.0205337335696j) (0.0155568460608+0.0158384280542j) (0.013510931458+0.00844307097692j) (0.0206439740003-0.00458288401911j) (0.0159702583334-0.0130245512622j) (0.0091615081201-0.0231878273053j) (-0.000248811440405-0.0199320143434j) (-0.00681374485635-0.0171609378345j) (-0.0099654923236-0.00662264372518j) (0.000358859009783+0.00379599071171j) (0.0112766346051+0.00918818378273j) (0.0230871377047+0.0105062212474j) (0.0247097274279+0.00602215614366j) (0.0274637452473+0.00512161442772j) (0.0182191467562+0.00146442884576j) (0.00834410816649-0.00212198500019j)
(0.0255074371014+0.0381182804153j) (0.0480705741154+0.0719804406473j) (0.0549131791894+0.0840183195443j) (0.0509060572121+0.0625000308709j) (0.0323971035471+0.0175291805484j) (0.0134548383336-0.0247048926098j) (-0.0146394126272-0.0579358492379j) (-0.0236020489774-0.077736142385j) (-0.0278503161069-0.0696460141732j) (-0.0163637426297-0.0297860905831j) (0.00741915644268+0.00636684609945j) (0.0344792180942+0.0464665535267j) (0.0410758803429+0.0717951281098j) (0.043180675804+0.0612030216843j) (0.0374682633383+0.0328891408599j) (0.0202758186371-0.00499747098813j) (0.00457896430173-0.0346300795159j) (-0.00321427339858-0.0590584226416j) (-0.00562749618211-0.060484525874j) (-0.00846430021011-0.0397009324986j)
(0.0215991187906+0.00643545695806j) (0.0420107673241+0.0187807724657j) (0.0443406024915+0.0299371876355j) (0.0406608297668+0.0311305461273j) (0.0399085441733+0.0145339051532j) (0.0158264248742+0.00242326859643j) (0.00129949634634-0.00731494859246j) (-0.000547951167915-0.0178979776101j) (0.00348006102552-0.0208610239884j) (0.00143755979569-0.0128933468807j) (0.024273258087-0.0100252270991j) (0.0234812820472-0.00710677431993j) (0.0422635743168+0.00354692759375j) (0.0362652054357+0.00851291625696j) (0.0249828250089+0.00641716610467j) (0.0245484793518+0.0027987873038j) (0.00641358552804-0.00260934928454j) (-0.00924668321102-0.0118674326283j) (-0.0121265644038-0.014710008797j) (-0.0105564384792-0.00964978374196j)
(-0.024211290468-0.0181516757215j) (-0.0247491168682-0.0326429558285j) (-0.0268610070851-0.026870436645j) (-0.00722364864143-0.00677413830057j) (0.0211178738609+0.000970976893702j) (0.0393861308921+0.0231812149715j) (0.0570307857688+0.0442129788535j) (0.0716381910613+0.0427652112316j) (0.0558136849266+0.0294613049568j) (0.0217147300205+0.0069060156697j) (-0.0101880085338-0.0201118947105j) (-0.0335308236164-0.0454259691236j) (-0.0297931492365-0.0571065481557j) (-0.0220710276664-0.0504809401639j) (-0.00276541204774-0.0249489718811j) (0.0285674277113+0.0108480708868j) (0.0443097260858+0.0374791883059j) (0.0413600848985+0.0485483183688j) (0.0404475794061+0.0390584206319j) (0.0276228600477+0.0290253440994j)
(-0.00246470545431+0.11321655327j) (0.00478955727545+0.176110921875j) (0.00687873339546+0.189934047574j) (0.0292726546386+0.139785612862j) (0.0193423087011+0.0347360427642j) (0.0155283592161-0.0746969993753j) (0.0173859577087-0.162213836452j) (0.0168078768895-0.196283806331j) (0.00788726451089-0.153962855301j) (-0.00508373998515-0.063452820123j) (-0.00579432039917+0.0502891726158j) (0.00657049524679+0.140775287778j) (0.016306743574+0.187398152765j) (0.0262997713344+0.157227392219j) (0.0349446700307+0.0808686861357j) (0.0304262298301-0.021024609021j) (0.0161434006415-0.115326231089j) (0.00491279104672-0.171629784245j) (0.00755670072764-0.172373965058j) (0.0012286892534-0.105836754541j)
(0.0607043558987+0.10969637895j) (0.103788425892+0.175085783828j) (0.112369785449+0.189702783979j) (0.0919997721399+0.138127148794j) (0.0290494206785+0.0402753336176j) (-0.0316792650424-0.0774890487102j) (-0.0814890766075-0.160694728805j) (-0.0979968641689-0.200065445446j) (-0.0839191723351-0.15653213419j) (-0.037611977862-0.0625443654887j) (0.0330196894131+0.0478260499149j) (0.0910260630046+0.138777571303j) (0.126424751795+0.18739349281j) (0.114117565537+0.162818091839j) (0.0808999194505+0.0947745453042j) (0.00950706355626-0.0150743470138j) (-0.0536119249787-0.122710909544j) (-0.0873443917751-0.182625588457j) (-0.0859696673549-0.184444928832j) (-0.0554901882867-0.114788781353j)
(0.0744576161373+0.0168892277351j) (0.123833942488+0.0275536012206j) (0.141297966553+0.0275156690838j) (0.103272000883+0.0203370663499j) (0.0305057205821+0.00681588962235j) (-0.0468236292575-0.0107960632075j) (-0.112536500219-0.0261639758141j) (-0.137459134606-0.0305369639153j) (-0.10870090326-0.0258720151653j) (-0.0435703354327-0.0111234186872j) (0.0460428412311+0.00746126080802j) (0.1191772529+0.0189849072714j) (0.159292138699+0.0248509664271j) (0.14629128185+0.0218940155246j) (0.0926977883293+0.0222257009668j) (0.0005188030882+0.00484607533712j) (-0.0892047087891-0.0137171367262j) (-0.138736736028-0.0280148811246j) (-0.137766839929-0.0286741374196j) (-0.080362935674-0.0185942131284j)
(0.0157408666271+0.00367428783508j) (0.0245386831116+0.00288663607082j) (0.0356599458037+0.00275993829201j) (0.0370966351277+0.00661720835077j) (0.0201745229047+0.000130474859409j) (0.00206279396173-0.00376105091611j) (-0.021660727545-0.00782318151142j) (-0.0392285527029-0.0063633721439j) (-0.0333530154751-0.00725781124593j) (-0.0216824454247-0.00239101172925j) (0.0055101875458+0.00506060587157j) (0.0337249110816+0.00447936934024j) (0.0509653664917+0.0098354175027j) (0.0601344213961+0.0100193178687j) (0.0441807161766+0.00941607734403j) (0.0109612537769+0.00218030034132j) (-0.0201451816825-0.00382668321025j) (-0.0381262885077-0.00737503131216j) (-0.045135178975-0.00376430114415j) (-0.0265403457642-0.00277340524353j)
(0.0253915789177-0.00483265811446j) (0.0369925115469-0.00567270076969j) (0.0458861828243-0.00527890795976j) (0.0391963337659+0.0123425699906j) (0.0196560578307+0.0102144285137j) (0.000937088369233+0.00671457719574j) (-0.0161456161138+0.0049756388495j) (-0.0308905137129-0.00168568774538j) (-0.0262453852505-0.00691189485j) (-0.0124627929227-0.00918309670749j) (0.00245332466297-0.0100698775023j) (0.0281982336122-0.00418841195902j) (0.0374609060884+0.0066532712657j) (0.0372690605235+0.0150734712473j) (0.0319156647902+0.0126940583918j) (0.00590024272963+0.00515793309425j) (-0.011007861353-0.0039546297752j) (-0.0272158082121-0.00907380773485j) (-0.0326032688251-0.00956926259563j) (-0.0238352784099-0.00804226313812j)
(-0.0133313470533+0.000199388722165j) (-0.0239052654102-0.00972213937149j) (-0.0152051248443-0.00572017013128j) (-0.00233878617199+0.00488215486581j) (0.0124945957065+0.00645152357322j) (0.0309481539324+0.0128636787451j) (0.0413480678413+0.00684543853j) (0.0435857875431+0.00586176290969j) (0.0287562785211-0.0103616452747j) (0.0127096391443-0.010471961549j) (-0.0140541720213-0.00980554916796j) (-0.0304335430675-0.0042620797406j) (-0.0306848782543+6.5032697485e-05j) (-0.0172265296193+0.0150761864328j) (0.00418119158523+0.00962563424955j) (0.0209734252341+0.00847406714453j) (0.0407272544379-0.00321043982085j) (0.0454340448485-0.0125079692648j) (0.0462616686345-0.0153335285638j) (0.0244643643632-0.00882104657219j)
(-0.0120806803142-0.00216592754193j) (-0.0150617337605-0.00720363705989j) (-0.00690000854851-0.0008078464243j) (-0.00213032856214+0.000186909446796j) (0.00693428366994-0.00293604591985j) (0.0182293997473+0.0056934012251j) (0.030704061264+0.00598465581367j) (0.0384420725234-0.000687116404832j) (0.0274918024571-0.00927135319221j) (0.0186711107651-0.0100349321683j) (-0.00190858936054-0.0027583980299j) (-0.0104544192026+0.00829365134783j) (-0.0127342998506+0.0102840554823j) (-0.00891959856321+0.0163683466766j) (0.0112817731646+0.00919920128987j) (0.0312288913513+0.00996560770634j) (0.0236629466481-0.0107996248725j) (0.0327606260274-0.015917221627j) (0.0240532655189-0.0212896839194j) (0.0213867410445-0.0150108811012j)
(-0.0166947607583-0.0108521369188j) (-0.0280702171792-0.0203625815637j) (-0.0247684497555-0.0258491896708j) (-0.0158211739335-0.0187080357159j) (0.000602346880506-0.0121755696317j) (0.0160400698774+0.00376974845981j) (0.0359788065865+0.0177935916218j) (0.0430746802679+0.0250046508009j) (0.0297805671898+0.0261326614749j) (0.0193469384101+0.0134767072478j) (0.000363385596247+0.00150013113091j) (-0.0112609231461-0.0146199602793j) (-0.020427068583-0.031065030323j) (-0.0155997296674-0.0197532932116j) (-0.00186559977412-0.00907206640206j) (0.0248190465906+0.00879021864427j) (0.0336245685965+0.0136666728398j) (0.0377875189635+0.0257312476355j) (0.0289487149892+0.021403635832j) (0.0201761397734+0.00957400682627j)
(-0.0329852482833-0.0137742758602j) (-0.0514933910138-0.0126850655136j) (-0.0436082532582-0.0107925292878j) (-0.0223979063331-0.00806958402731j) (0.000261866765111+0.00719581248465j) (0.0342476953052+0.0161251426585j) (0.063099227085+0.0151368720819j) (0.0583617436649+0.0190429245311j) (0.0463839685722+0.00921666545357j) (0.0149612190175-0.00333208812996j) (-0.015092011909-0.0156217579663j) (-0.0379323101175-0.0305467322434j) (-0.0410712661726-0.0360952621807j) (-0.0271113883583-0.014528879455j) (-0.0103985286934-0.00741125957461j) (0.0199785034018+0.0109419881838j) (0.0425296139607+0.0230908581295j) (0.0458341703006+0.0289876822698j) (0.0440732016737+0.0233608131831j) (0.0233244286464+0.0109062865793j)
